student_id,course_id,chapter_id,chapter_order,time_spent_minutes,score,completed
261,5,1,1,37.5,61.0,1
261,5,2,2,27.6,57.9,1
261,5,3,3,31.0,36.4,0
262,1,1,1,37.2,49.6,1
262,1,2,2,19.2,67.2,1
262,1,3,3,21.5,35.4,1
262,1,4,4,25.3,22.1,1
262,1,5,5,18.9,42.1,1
262,1,6,6,16.7,30.5,0
263,5,1,1,17.4,49.7,1
263,5,2,2,27.4,30.9,1
263,5,3,3,24.1,31.9,0
264,1,1,1,27.7,30.4,1
264,1,2,2,19.5,25.6,1
264,1,3,3,15.2,26.4,0
265,3,1,1,21.8,45.8,1
265,3,2,2,24.5,27.8,1
265,3,3,3,12.7,38.4,1
265,3,4,4,12.1,19.3,0
266,1,1,1,20.3,48.5,1
266,1,2,2,22.7,36.0,0
267,2,1,1,25.9,38.4,1
267,2,2,2,24.9,49.4,1
267,2,3,3,15.3,47.2,1
267,2,4,4,20.8,24.5,1
267,2,5,5,18.9,33.1,1
267,2,6,6,16.7,22.6,0
268,4,1,1,18.4,44.7,1
268,4,2,2,14.2,30.7,0
269,2,1,1,31.8,71.8,1
269,2,2,2,26.3,56.8,1
269,2,3,3,25.9,63.0,1
269,2,4,4,13.2,49.2,1
269,2,5,5,14.9,26.0,0
270,4,1,1,28.1,51.1,1
270,4,2,2,19.7,52.9,0
271,4,1,1,7.9,32.7,1
271,4,2,2,5.6,22.8,1
271,4,3,3,12.8,15.5,0
272,4,1,1,17.2,30.8,1
272,4,2,2,16.5,33.3,1
272,4,3,3,13.7,27.5,1
272,4,4,4,11.4,15.1,1
272,4,5,5,8.0,15.3,0
273,5,1,1,20.0,27.9,1
273,5,2,2,11.6,34.8,1
273,5,3,3,17.3,26.7,0
274,1,1,1,18.5,34.8,0
275,5,1,1,18.0,52.8,1
275,5,2,2,33.8,57.0,1
275,5,3,3,31.2,54.2,1
275,5,4,4,22.3,27.9,0
276,5,1,1,36.5,39.0,0
277,2,1,1,20.6,50.7,1
277,2,2,2,25.2,66.8,1
277,2,3,3,26.9,40.9,1
277,2,4,4,36.5,29.6,0
278,5,1,1,14.2,24.4,1
278,5,2,2,7.1,25.9,1
278,5,3,3,13.6,26.4,1
278,5,4,4,13.2,26.1,1
278,5,5,5,9.7,19.5,0
279,5,1,1,33.4,59.9,1
279,5,2,2,35.2,61.1,1
279,5,3,3,14.1,27.5,1
279,5,4,4,17.4,51.4,1
279,5,5,5,22.4,30.4,0
280,1,1,1,29.6,38.7,0
281,3,1,1,22.8,26.8,1
281,3,2,2,9.3,28.9,0
282,4,1,1,14.5,56.0,1
282,4,2,2,20.5,31.4,0
283,3,1,1,32.0,55.7,1
283,3,2,2,19.9,76.3,1
283,3,3,3,25.1,31.2,0
284,4,1,1,11.7,24.0,1
284,4,2,2,10.7,21.5,0
285,1,1,1,19.1,52.7,1
285,1,2,2,23.2,44.2,1
285,1,3,3,26.6,32.9,1
285,1,4,4,20.7,34.4,0
286,5,1,1,11.0,21.1,1
286,5,2,2,12.4,21.4,1
286,5,3,3,9.8,15.2,0
287,4,1,1,12.7,26.6,1
287,4,2,2,13.5,20.3,1
287,4,3,3,11.2,19.7,1
287,4,4,4,9.9,24.0,0
288,5,1,1,14.5,19.4,0
289,2,1,1,39.2,74.7,1
289,2,2,2,40.4,50.1,1
289,2,3,3,27.2,45.2,1
289,2,4,4,23.2,42.8,1
289,2,5,5,16.1,25.3,0
290,1,1,1,33.0,51.6,1
290,1,2,2,25.7,24.0,1
290,1,3,3,14.8,32.9,0
291,1,1,1,31.0,40.8,1
291,1,2,2,20.0,46.1,1
291,1,3,3,26.9,31.9,0
292,5,1,1,34.2,76.3,1
292,5,2,2,39.2,54.3,1
292,5,3,3,21.6,58.4,0
293,4,1,1,15.1,33.4,0
294,5,1,1,12.6,54.2,1
294,5,2,2,21.7,47.5,1
294,5,3,3,11.3,43.6,1
294,5,4,4,30.4,48.8,1
294,5,5,5,19.2,37.1,0
295,1,1,1,22.8,52.1,1
295,1,2,2,20.2,40.7,1
295,1,3,3,17.0,33.3,0
296,3,1,1,31.8,60.6,1
296,3,2,2,35.0,42.7,1
296,3,3,3,29.2,30.4,0
297,3,1,1,10.0,15.7,1
297,3,2,2,12.8,19.6,1
297,3,3,3,8.1,16.9,0
298,1,1,1,38.2,66.9,1
298,1,2,2,26.7,29.4,1
298,1,3,3,28.4,52.0,1
298,1,4,4,35.4,49.6,1
298,1,5,5,26.8,38.0,1
298,1,6,6,17.1,35.7,0
299,5,1,1,44.6,58.1,1
299,5,2,2,27.9,50.6,1
299,5,3,3,29.7,48.1,1
299,5,4,4,32.7,49.7,1
299,5,5,5,22.2,40.0,0
300,3,1,1,29.3,30.9,1
300,3,2,2,14.3,18.4,1
300,3,3,3,13.3,25.6,0
301,4,1,1,22.1,27.9,1
301,4,2,2,14.2,21.2,1
301,4,3,3,15.7,19.1,0
302,5,1,1,13.2,39.4,1
302,5,2,2,26.6,41.7,1
302,5,3,3,22.4,33.3,1
302,5,4,4,12.5,39.3,0
303,2,1,1,31.7,67.0,1
303,2,2,2,24.5,47.0,1
303,2,3,3,22.0,29.0,1
303,2,4,4,26.9,38.0,0
304,5,1,1,28.3,27.0,0
305,5,1,1,15.6,33.6,0
306,4,1,1,33.9,54.4,1
306,4,2,2,40.0,55.7,1
306,4,3,3,14.3,33.9,0
307,3,1,1,33.0,44.4,1
307,3,2,2,39.6,56.7,0
308,3,1,1,13.9,48.5,1
308,3,2,2,11.7,32.0,0
309,4,1,1,7.3,21.0,1
309,4,2,2,7.8,19.5,1
309,4,3,3,10.2,18.3,0
310,3,1,1,25.8,31.1,0
311,2,1,1,13.4,32.1,1
311,2,2,2,9.2,25.2,0
312,5,1,1,11.1,33.5,1
312,5,2,2,20.6,47.1,0
313,5,1,1,22.6,24.4,1
313,5,2,2,19.6,28.9,1
313,5,3,3,12.7,22.8,0
314,3,1,1,15.3,27.4,0
315,3,1,1,23.5,40.8,1
315,3,2,2,12.8,28.8,0
316,4,1,1,27.9,48.2,1
316,4,2,2,13.7,31.5,0
317,4,1,1,30.5,53.1,1
317,4,2,2,27.0,57.8,1
317,4,3,3,34.3,43.9,0
318,4,1,1,46.3,78.9,1
318,4,2,2,33.0,74.1,1
318,4,3,3,39.7,44.1,1
318,4,4,4,26.6,41.6,1
318,4,5,5,20.7,48.0,1
318,4,6,6,18.0,35.1,1
318,4,7,7,24.9,11.8,0
319,4,1,1,17.2,35.1,1
319,4,2,2,18.8,32.4,0
320,1,1,1,39.4,38.8,1
320,1,2,2,26.1,53.1,1
320,1,3,3,24.7,39.5,1
320,1,4,4,17.7,40.7,1
320,1,5,5,21.0,24.9,0
321,4,1,1,17.8,41.1,1
321,4,2,2,31.3,35.8,1
321,4,3,3,19.5,30.0,0
322,1,1,1,10.9,17.2,0
323,3,1,1,10.5,18.1,1
323,3,2,2,10.2,21.4,0
324,3,1,1,18.0,46.7,1
324,3,2,2,15.0,45.1,1
324,3,3,3,28.6,39.9,1
324,3,4,4,16.0,21.2,0
325,4,1,1,24.3,42.3,1
325,4,2,2,23.1,30.8,1
325,4,3,3,17.5,25.4,0
326,4,1,1,14.1,23.7,1
326,4,2,2,18.2,32.5,1
326,4,3,3,22.3,25.4,1
326,4,4,4,11.2,20.2,0
327,4,1,1,19.8,55.8,1
327,4,2,2,22.3,39.1,1
327,4,3,3,11.4,43.0,1
327,4,4,4,12.3,23.5,0
328,1,1,1,10.7,26.4,1
328,1,2,2,17.4,32.5,1
328,1,3,3,10.0,22.5,1
328,1,4,4,16.6,16.3,0
329,2,1,1,12.5,7.6,0
330,2,1,1,38.4,76.4,1
330,2,2,2,26.5,30.4,1
330,2,3,3,15.8,26.8,0
331,1,1,1,23.1,42.1,1
331,1,2,2,18.1,34.8,0
332,2,1,1,23.2,27.5,1
332,2,2,2,25.3,29.6,1
332,2,3,3,22.3,44.8,1
332,2,4,4,17.2,29.2,0
333,3,1,1,42.4,42.8,1
333,3,2,2,41.8,62.3,1
333,3,3,3,15.7,41.6,1
333,3,4,4,28.1,32.4,0
334,5,1,1,19.2,57.0,1
334,5,2,2,23.1,41.9,1
334,5,3,3,25.0,29.5,0
335,1,1,1,16.8,56.6,1
335,1,2,2,18.0,29.7,1
335,1,3,3,19.6,39.5,1
335,1,4,4,13.5,29.2,0
336,2,1,1,15.6,26.6,0
337,4,1,1,44.5,73.4,1
337,4,2,2,19.9,68.8,1
337,4,3,3,39.5,72.7,1
337,4,4,4,25.0,47.8,1
337,4,5,5,18.5,37.3,0
338,4,1,1,22.5,47.8,1
338,4,2,2,14.2,32.6,0
339,3,1,1,21.4,19.3,0
340,5,1,1,41.0,99.2,1
340,5,2,2,14.9,67.2,1
340,5,3,3,19.0,44.4,0
341,4,1,1,14.3,27.2,0
342,3,1,1,17.3,54.3,1
342,3,2,2,29.9,30.7,1
342,3,3,3,39.2,56.7,1
342,3,4,4,29.8,54.3,0
343,4,1,1,32.8,54.6,1
343,4,2,2,31.3,60.3,1
343,4,3,3,36.1,32.5,1
343,4,4,4,19.5,35.0,1
343,4,5,5,18.2,25.5,0
344,4,1,1,38.6,59.3,1
344,4,2,2,22.7,48.5,0
345,2,1,1,32.0,49.0,1
345,2,2,2,23.0,39.2,1
345,2,3,3,36.6,51.5,1
345,2,4,4,20.3,59.7,0
346,2,1,1,34.3,51.9,1
346,2,2,2,30.2,50.8,1
346,2,3,3,21.9,52.3,1
346,2,4,4,25.9,40.7,1
346,2,5,5,14.8,23.6,0
347,5,1,1,15.6,25.1,0
348,5,1,1,13.5,34.7,1
348,5,2,2,12.8,20.0,0
349,1,1,1,30.2,28.8,0
350,4,1,1,9.1,27.6,1
350,4,2,2,17.8,31.1,0
351,1,1,1,14.6,61.1,1
351,1,2,2,22.4,33.4,0
352,1,1,1,20.2,54.1,0
353,2,1,1,18.0,69.9,1
353,2,2,2,24.2,54.0,1
353,2,3,3,25.9,56.0,1
353,2,4,4,23.8,41.8,1
353,2,5,5,17.2,38.5,1
353,2,6,6,20.5,42.0,1
353,2,7,7,15.0,21.8,0
354,4,1,1,32.6,53.3,1
354,4,2,2,32.2,40.9,0
355,3,1,1,28.4,43.6,1
355,3,2,2,29.6,37.9,1
355,3,3,3,16.5,31.7,0
356,4,1,1,11.1,14.4,1
356,4,2,2,9.9,13.1,0
357,4,1,1,21.3,45.5,1
357,4,2,2,23.9,35.8,1
357,4,3,3,18.6,28.1,0
358,4,1,1,21.6,35.2,0
359,5,1,1,27.4,62.2,1
359,5,2,2,20.5,44.3,1
359,5,3,3,19.6,34.6,0
360,3,1,1,13.2,10.0,1
360,3,2,2,14.2,18.0,0
361,4,1,1,11.3,17.8,1
361,4,2,2,8.9,16.6,1
361,4,3,3,10.5,17.8,1
361,4,4,4,5.0,18.4,0
362,1,1,1,12.7,22.3,0
363,1,1,1,15.9,24.6,1
363,1,2,2,13.0,21.7,1
363,1,3,3,16.1,18.4,0
364,4,1,1,29.3,45.8,1
364,4,2,2,16.0,40.8,0
365,2,1,1,35.5,77.9,1
365,2,2,2,22.2,36.0,1
365,2,3,3,26.0,45.6,1
365,2,4,4,14.1,25.4,1
365,2,5,5,22.5,31.0,0
366,4,1,1,28.3,40.4,1
366,4,2,2,15.9,37.8,0
367,5,1,1,22.4,48.1,1
367,5,2,2,13.9,60.0,1
367,5,3,3,12.3,29.5,0
368,3,1,1,33.7,52.2,1
368,3,2,2,31.2,34.0,0
369,3,1,1,30.0,37.1,0
370,2,1,1,23.4,39.6,0
371,5,1,1,29.8,52.7,1
371,5,2,2,16.8,40.4,1
371,5,3,3,30.4,25.0,0
372,1,1,1,23.2,32.3,0
373,5,1,1,16.0,34.4,0
374,1,1,1,18.4,31.3,1
374,1,2,2,18.2,19.9,0
375,2,1,1,44.5,64.2,1
375,2,2,2,33.3,56.1,1
375,2,3,3,23.7,40.3,1
375,2,4,4,19.6,33.2,0
376,5,1,1,18.0,40.1,1
376,5,2,2,20.3,25.2,0
377,4,1,1,14.9,12.9,0
378,1,1,1,14.1,26.7,0
379,1,1,1,53.2,40.3,1
379,1,2,2,34.4,56.0,1
379,1,3,3,20.9,58.7,1
379,1,4,4,22.8,47.1,1
379,1,5,5,32.5,37.6,0
380,1,1,1,24.4,34.0,0
381,5,1,1,43.8,52.0,1
381,5,2,2,24.0,52.3,1
381,5,3,3,32.4,67.5,1
381,5,4,4,12.9,45.0,1
381,5,5,5,29.4,45.3,0
382,3,1,1,13.5,19.7,1
382,3,2,2,11.4,19.8,0
383,3,1,1,20.4,43.1,1
383,3,2,2,22.4,51.7,1
383,3,3,3,33.4,41.0,1
383,3,4,4,28.5,37.8,1
383,3,5,5,17.9,39.7,1
383,3,6,6,18.5,33.7,0
384,1,1,1,22.9,41.0,1
384,1,2,2,25.5,43.6,0
385,3,1,1,30.7,59.8,1
385,3,2,2,31.9,42.8,1
385,3,3,3,18.6,53.6,1
385,3,4,4,22.0,56.2,1
385,3,5,5,14.6,32.5,1
385,3,6,6,11.5,31.8,1
385,3,7,7,23.5,26.8,0
386,5,1,1,29.3,30.8,1
386,5,2,2,26.5,52.3,1
386,5,3,3,21.6,38.5,0
387,3,1,1,18.6,58.2,1
387,3,2,2,24.9,48.2,1
387,3,3,3,17.3,38.1,0
388,1,1,1,11.3,29.9,0
389,5,1,1,11.2,16.4,0
390,3,1,1,18.4,26.8,1
390,3,2,2,9.3,17.1,1
390,3,3,3,16.1,22.3,1
390,3,4,4,8.9,11.2,0
391,2,1,1,45.5,71.5,1
391,2,2,2,28.0,63.6,0
392,3,1,1,11.3,15.4,0
393,1,1,1,13.8,45.1,1
393,1,2,2,27.7,47.9,1
393,1,3,3,15.9,42.0,1
393,1,4,4,13.5,26.6,0
394,3,1,1,23.0,50.5,0
395,2,1,1,16.3,19.6,0
396,5,1,1,30.0,51.9,1
396,5,2,2,25.4,45.9,1
396,5,3,3,27.2,24.7,0
397,2,1,1,26.6,38.2,0
398,3,1,1,12.9,35.0,0
399,1,1,1,10.0,23.8,1
399,1,2,2,16.7,35.2,0
400,2,1,1,42.9,45.1,1
400,2,2,2,37.9,38.5,1
400,2,3,3,28.2,51.1,1
400,2,4,4,23.1,30.0,1
400,2,5,5,19.8,27.7,0
401,2,1,1,23.1,44.2,1
401,2,2,2,17.3,26.4,0
402,3,1,1,27.3,35.9,1
402,3,2,2,19.7,63.5,1
402,3,3,3,22.3,33.1,1
402,3,4,4,17.8,32.5,1
402,3,5,5,15.3,26.6,1
402,3,6,6,19.4,34.0,1
402,3,7,7,14.3,19.8,0
403,2,1,1,13.6,25.1,1
403,2,2,2,16.3,15.0,0
404,2,1,1,31.9,41.3,1
404,2,2,2,22.9,37.6,1
404,2,3,3,27.2,37.0,1
404,2,4,4,21.1,31.3,1
404,2,5,5,8.7,26.8,0
405,3,1,1,21.3,21.1,1
405,3,2,2,11.7,35.4,1
405,3,3,3,13.5,17.0,1
405,3,4,4,11.4,25.5,1
405,3,5,5,9.9,18.4,0
406,3,1,1,13.9,16.2,0
407,1,1,1,9.8,23.1,0
408,1,1,1,20.4,32.7,1
408,1,2,2,11.5,14.7,0
409,2,1,1,21.8,39.3,1
409,2,2,2,16.3,26.9,1
409,2,3,3,22.2,34.4,1
409,2,4,4,22.2,33.1,0
410,3,1,1,27.2,33.0,1
410,3,2,2,11.2,29.5,1
410,3,3,3,16.1,12.4,0
411,2,1,1,21.4,27.6,0
412,3,1,1,20.0,47.0,1
412,3,2,2,20.9,39.5,1
412,3,3,3,20.1,34.3,0
413,1,1,1,11.1,17.5,1
413,1,2,2,16.4,15.7,0
414,1,1,1,17.6,23.3,1
414,1,2,2,14.8,24.7,0
415,4,1,1,28.7,57.4,1
415,4,2,2,27.1,56.2,1
415,4,3,3,21.9,27.5,0
416,4,1,1,14.4,28.8,0
417,4,1,1,44.2,51.6,1
417,4,2,2,15.5,40.1,1
417,4,3,3,20.6,76.5,1
417,4,4,4,13.3,46.5,0
418,3,1,1,22.4,37.7,0
419,3,1,1,16.4,37.2,1
419,3,2,2,11.8,21.1,0
420,5,1,1,35.8,59.2,1
420,5,2,2,21.5,41.7,1
420,5,3,3,35.3,47.8,0
421,3,1,1,30.4,41.7,1
421,3,2,2,15.4,22.8,1
421,3,3,3,15.7,27.6,1
421,3,4,4,15.6,18.5,1
421,3,5,5,11.2,32.1,0
422,3,1,1,17.5,28.6,0
423,4,1,1,19.5,19.2,0
424,5,1,1,29.7,65.6,1
424,5,2,2,34.3,55.9,1
424,5,3,3,31.4,41.0,0
425,1,1,1,25.8,42.6,1
425,1,2,2,18.3,38.2,0
426,1,1,1,19.3,43.8,1
426,1,2,2,27.9,35.2,0
427,2,1,1,20.4,51.6,1
427,2,2,2,28.6,30.4,1
427,2,3,3,17.7,26.9,1
427,2,4,4,15.1,34.9,1
427,2,5,5,19.0,17.1,1
427,2,6,6,11.0,15.3,1
427,2,7,7,10.9,22.4,0
428,5,1,1,35.2,35.3,1
428,5,2,2,37.0,45.0,1
428,5,3,3,26.8,39.5,0
429,2,1,1,42.4,88.7,1
429,2,2,2,38.6,49.9,1
429,2,3,3,21.5,49.7,0
430,4,1,1,27.3,50.4,0
431,2,1,1,30.6,56.4,1
431,2,2,2,26.4,56.9,1
431,2,3,3,31.0,38.3,0
432,2,1,1,49.4,53.7,1
432,2,2,2,36.5,35.7,0
433,1,1,1,17.7,29.5,1
433,1,2,2,8.8,24.2,0
434,5,1,1,16.6,21.3,0
435,5,1,1,6.9,34.5,1
435,5,2,2,13.5,32.4,1
435,5,3,3,14.8,19.6,0
436,2,1,1,19.8,37.3,0
437,1,1,1,35.6,62.9,1
437,1,2,2,17.4,40.6,1
437,1,3,3,32.7,39.2,0
438,5,1,1,35.2,78.0,1
438,5,2,2,34.7,34.7,0
439,5,1,1,19.1,28.8,0
440,2,1,1,20.5,31.5,0
441,3,1,1,48.1,68.1,0
442,4,1,1,30.0,22.2,0
443,3,1,1,23.6,52.8,1
443,3,2,2,31.8,41.0,1
443,3,3,3,19.1,37.1,0
444,3,1,1,23.4,50.2,1
444,3,2,2,32.8,43.8,1
444,3,3,3,25.0,52.6,0
445,4,1,1,19.3,15.1,1
445,4,2,2,22.4,40.3,1
445,4,3,3,22.6,27.8,1
445,4,4,4,13.1,20.7,1
445,4,5,5,12.0,20.2,0
446,5,1,1,18.2,28.7,1
446,5,2,2,15.0,36.4,1
446,5,3,3,24.4,36.8,0
447,1,1,1,30.1,41.2,1
447,1,2,2,25.1,48.5,1
447,1,3,3,24.3,53.1,1
447,1,4,4,9.1,35.1,1
447,1,5,5,18.1,39.8,0
448,4,1,1,24.0,30.3,0
449,5,1,1,37.7,76.0,1
449,5,2,2,21.6,27.6,1
449,5,3,3,22.6,44.2,0
450,4,1,1,12.7,25.3,1
450,4,2,2,12.2,23.6,0
451,2,1,1,28.7,47.1,1
451,2,2,2,22.2,22.0,1
451,2,3,3,13.0,30.0,1
451,2,4,4,16.4,35.9,1
451,2,5,5,15.2,16.9,1
451,2,6,6,13.1,21.6,0
452,1,1,1,34.3,31.6,1
452,1,2,2,39.3,41.1,1
452,1,3,3,21.4,54.9,0
453,4,1,1,30.0,54.1,1
453,4,2,2,20.3,25.4,1
453,4,3,3,14.3,46.4,0
454,3,1,1,19.1,41.3,1
454,3,2,2,22.9,31.5,1
454,3,3,3,9.1,26.4,0
455,4,1,1,18.7,25.8,0
456,2,1,1,16.4,26.7,1
456,2,2,2,11.7,16.7,1
456,2,3,3,20.3,33.3,1
456,2,4,4,14.9,21.3,0
457,5,1,1,33.8,47.6,0
458,2,1,1,23.9,36.6,1
458,2,2,2,12.2,33.9,0
459,2,1,1,10.7,20.7,0
460,5,1,1,29.6,49.0,1
460,5,2,2,17.2,25.8,0
461,3,1,1,24.7,31.5,1
461,3,2,2,14.6,34.5,1
461,3,3,3,13.2,24.6,1
461,3,4,4,12.9,22.2,0
462,3,1,1,24.1,56.1,1
462,3,2,2,38.8,81.2,1
462,3,3,3,18.3,27.5,1
462,3,4,4,35.0,43.6,0
463,2,1,1,22.8,47.9,1
463,2,2,2,12.6,42.5,1
463,2,3,3,10.9,39.4,0
464,1,1,1,22.6,26.8,0
465,3,1,1,31.0,44.1,1
465,3,2,2,21.2,42.2,1
465,3,3,3,17.7,45.9,1
465,3,4,4,23.1,30.3,0
466,5,1,1,24.4,23.8,0
467,4,1,1,12.8,79.0,1
467,4,2,2,34.9,53.8,1
467,4,3,3,21.4,46.9,0
468,3,1,1,20.5,28.3,0
469,5,1,1,45.1,66.5,1
469,5,2,2,34.6,49.6,1
469,5,3,3,18.7,63.6,1
469,5,4,4,19.8,35.5,1
469,5,5,5,26.7,43.5,1
469,5,6,6,21.5,41.3,1
469,5,7,7,17.4,22.8,1
469,5,8,8,12.4,26.5,0
470,3,1,1,14.0,20.2,1
470,3,2,2,11.9,26.7,1
470,3,3,3,12.9,18.7,0
471,1,1,1,45.6,70.5,1
471,1,2,2,24.1,71.2,0
472,5,1,1,13.1,25.5,1
472,5,2,2,7.2,11.8,0
473,3,1,1,28.3,37.9,1
473,3,2,2,26.7,56.5,1
473,3,3,3,24.9,57.5,1
473,3,4,4,18.2,41.7,1
473,3,5,5,13.9,38.3,0
474,5,1,1,16.0,23.2,0
475,4,1,1,7.7,25.9,1
475,4,2,2,12.4,24.3,0
476,4,1,1,31.4,56.6,1
476,4,2,2,18.4,38.2,0
477,1,1,1,25.2,55.6,1
477,1,2,2,18.8,36.2,1
477,1,3,3,31.7,37.1,0
478,2,1,1,28.7,65.9,1
478,2,2,2,30.9,50.7,0
479,1,1,1,12.0,29.9,0
480,4,1,1,11.2,21.4,1
480,4,2,2,13.0,16.3,0
481,1,1,1,19.9,44.6,1
481,1,2,2,17.5,40.4,1
481,1,3,3,15.5,30.3,1
481,1,4,4,16.3,18.6,0
482,4,1,1,23.5,42.8,1
482,4,2,2,17.5,28.8,0
483,1,1,1,41.2,70.9,1
483,1,2,2,15.3,21.5,1
483,1,3,3,21.9,46.5,0
484,4,1,1,42.9,41.0,1
484,4,2,2,37.8,63.6,1
484,4,3,3,32.6,44.9,1
484,4,4,4,26.3,33.1,1
484,4,5,5,14.8,41.8,1
484,4,6,6,18.4,28.6,1
484,4,7,7,20.1,18.0,0
485,4,1,1,20.7,37.3,0
486,4,1,1,29.7,46.0,1
486,4,2,2,35.4,65.2,1
486,4,3,3,21.2,47.0,1
486,4,4,4,23.3,44.3,0
487,2,1,1,41.1,52.8,1
487,2,2,2,25.9,44.8,1
487,2,3,3,38.3,49.3,0
488,5,1,1,31.2,51.2,1
488,5,2,2,39.1,49.8,1
488,5,3,3,27.4,43.9,1
488,5,4,4,18.4,63.3,0
489,4,1,1,16.0,20.5,1
489,4,2,2,11.0,26.9,0
490,5,1,1,28.2,47.0,1
490,5,2,2,27.4,25.2,0
491,3,1,1,48.9,62.5,1
491,3,2,2,36.8,74.5,1
491,3,3,3,42.9,35.8,1
491,3,4,4,19.3,44.0,0
492,4,1,1,27.3,50.1,1
492,4,2,2,30.9,30.2,0
493,1,1,1,19.7,35.3,0
494,3,1,1,11.4,18.3,1
494,3,2,2,9.6,17.9,0
495,1,1,1,13.4,29.1,1
495,1,2,2,9.5,21.3,0
496,2,1,1,25.0,59.7,1
496,2,2,2,27.0,50.9,1
496,2,3,3,14.2,38.3,1
496,2,4,4,9.8,13.6,0
497,1,1,1,46.5,66.8,1
497,1,2,2,35.5,47.1,1
497,1,3,3,32.3,47.5,1
497,1,4,4,23.6,50.9,0
498,1,1,1,37.0,44.4,1
498,1,2,2,22.6,32.3,1
498,1,3,3,18.5,52.4,1
498,1,4,4,13.6,41.4,1
498,1,5,5,19.2,23.3,0
499,4,1,1,38.9,72.3,1
499,4,2,2,26.5,43.1,1
499,4,3,3,31.0,55.0,1
499,4,4,4,18.0,31.4,0
500,2,1,1,27.8,57.3,1
500,2,2,2,23.2,44.4,1
500,2,3,3,26.5,61.1,1
500,2,4,4,33.3,51.7,0
501,5,1,1,20.3,32.6,1
501,5,2,2,22.1,54.4,1
501,5,3,3,29.8,34.6,0
502,5,1,1,20.6,63.1,1
502,5,2,2,22.2,50.8,1
502,5,3,3,11.7,49.9,1
502,5,4,4,17.1,24.2,1
502,5,5,5,19.0,53.2,1
502,5,6,6,15.9,23.8,0
503,4,1,1,24.4,14.0,0
504,2,1,1,11.7,28.4,0
505,3,1,1,28.6,47.1,1
505,3,2,2,20.2,44.3,1
505,3,3,3,27.0,34.3,1
505,3,4,4,20.1,38.3,0
506,1,1,1,21.6,36.1,0
507,4,1,1,19.2,33.8,0
508,4,1,1,12.4,26.6,1
508,4,2,2,16.9,19.9,0
509,5,1,1,19.9,32.3,0
510,4,1,1,24.9,35.8,0
511,2,1,1,24.1,49.0,1
511,2,2,2,20.0,25.4,0
512,2,1,1,31.4,40.3,1
512,2,2,2,16.3,12.6,1
512,2,3,3,18.5,44.3,1
512,2,4,4,30.4,29.4,0
513,3,1,1,43.6,58.8,1
513,3,2,2,22.1,44.3,1
513,3,3,3,20.6,27.7,0
514,3,1,1,12.2,50.6,1
514,3,2,2,22.1,42.9,1
514,3,3,3,19.1,23.5,1
514,3,4,4,21.2,25.4,0
515,3,1,1,29.5,32.7,1
515,3,2,2,22.3,43.8,1
515,3,3,3,21.9,40.7,1
515,3,4,4,15.9,38.1,0
516,5,1,1,14.1,17.8,0
517,5,1,1,20.3,56.7,0
518,2,1,1,8.2,54.9,0
519,2,1,1,23.2,41.4,1
519,2,2,2,22.9,39.9,1
519,2,3,3,17.2,37.7,1
519,2,4,4,13.1,35.3,1
519,2,5,5,13.3,21.6,0
520,4,1,1,22.5,42.4,1
520,4,2,2,8.9,30.4,0
521,5,1,1,12.8,25.7,0
522,2,1,1,27.8,53.6,1
522,2,2,2,29.9,51.8,1
522,2,3,3,20.6,41.0,1
522,2,4,4,16.3,24.5,0
523,1,1,1,24.1,33.7,0
524,3,1,1,13.4,29.1,1
524,3,2,2,8.9,33.8,1
524,3,3,3,13.1,48.6,0
525,4,1,1,16.2,27.7,0
526,2,1,1,37.2,77.5,1
526,2,2,2,16.8,56.1,1
526,2,3,3,35.3,56.2,1
526,2,4,4,24.7,41.6,1
526,2,5,5,21.6,41.2,1
526,2,6,6,14.1,22.0,1
526,2,7,7,14.6,28.3,0
527,4,1,1,13.0,11.7,1
527,4,2,2,11.6,19.6,0
528,2,1,1,43.7,72.9,1
528,2,2,2,30.4,41.9,1
528,2,3,3,30.6,60.9,1
528,2,4,4,27.6,49.4,0
529,3,1,1,25.6,44.0,1
529,3,2,2,27.5,52.7,1
529,3,3,3,27.2,59.2,1
529,3,4,4,23.6,30.5,1
529,3,5,5,25.5,35.4,1
529,3,6,6,24.0,41.0,1
529,3,7,7,17.6,34.5,0
530,4,1,1,25.1,56.7,1
530,4,2,2,16.9,21.8,0
531,1,1,1,21.8,42.8,1
531,1,2,2,22.7,34.2,0
532,4,1,1,36.2,37.5,1
532,4,2,2,25.7,45.8,1
532,4,3,3,23.9,39.9,0
533,5,1,1,22.9,18.8,1
533,5,2,2,20.6,17.2,1
533,5,3,3,13.0,23.5,1
533,5,4,4,17.1,35.5,1
533,5,5,5,13.4,21.4,0
534,1,1,1,7.8,12.8,1
534,1,2,2,15.1,15.5,1
534,1,3,3,6.7,15.7,0
535,1,1,1,8.7,25.8,0
536,5,1,1,36.4,54.9,1
536,5,2,2,24.1,54.9,1
536,5,3,3,25.5,35.9,0
537,2,1,1,29.0,42.9,1
537,2,2,2,22.3,33.3,0
538,5,1,1,32.5,41.0,1
538,5,2,2,20.3,43.3,1
538,5,3,3,15.5,42.7,1
538,5,4,4,21.2,49.4,1
538,5,5,5,19.9,31.0,0
539,5,1,1,19.5,34.9,1
539,5,2,2,14.3,33.8,1
539,5,3,3,15.0,19.7,0
